index,station,sitename,unit,first_year,last_year,notes
6842,,Tuku,1 omslag,1918,1919,Tuku 1918-1919
6843,,Zambi,1 omslag,1911,1920,Zambi 1911-1920
6844,33000,Watsa,1 omslag,1951,1960,33000 Watsa 1951-1960
6845,33001,Abimva,1 omslag,1938,1948,33001 Abimva 1938-1948
6846,33001,Mokambo,1 omslag,1949,1960,33001 Mokambo 1949-1960
6847,33002,Adia,1 pak,1929,1956,33002 Adia 1929-1956
6848,33002,Kalanza,1 omslag,1953,1959,33002 Kalanza 1953-1959
6849,33003,Adi,1 omslag,1938,1940,33003 Adi 1938-1940
6850,33003,Adi,1 omslag,1938,1960,33003 Adi 1938-1960
6851,33004,Ambaki,1 omslag,1949,1960,33004 Ambaki 1949-1960
6852,33005,Arumbi,1 omslag,1938,1951,33005 Arumbi 1938-1951
6853,33005,Kingbasa,1 omslag,1951,1953,33005 Kingbasa 1951-1953
6854,33005,Betongwe,1 omslag,1957,1958,33005 Betongwe 1957-1958
6855,33006,Abiengama,1 omslag,1935,1955,33006 Abiengama 1935-1955
6856,33006,Ladde,1 omslag,1958,1960,33006 Ladde 1958-1960
6857,33007,Mambasa,1 omslag,1931,1960,33007 Mambasa 1931-1960
6858,33007,Berunda,1 omslag,1938,1944,33007 Berunda 1938-1944
6859,33008,Blukwa,1 omslag,1931,1939,33008 Blukwa 1931-1939
6860,33008,Blukwa,1 omslag,1931,1956,33008 Blukwa 1931-1956
6861,33008,Maba,1 omslag,1958,1960,33008 Maba (Watsa) 1958-1960
6862,33009,Bogoro,1 omslag,1938,1948,33009 Bogoro 1938-1948
6863,33009,Todro,1 omslag,1952,1957,33009 Todro 1952-1957
6864,33010,Babonde,1 omslag,1936,1953,33010 Babonde 1936-1953
6865,33010,Kokoro,1 omslag,1954,1956,33010 Kokoro 1954-1956
6866,33010,Djoda,1 omslag,1958,1960,33010 Djoda 1958-1960
6867,33011,Dera,1 omslag,1938,1960,33011 Dera 1938-1960
6868,33012,Drodro,1 omslag,1936,1949,33012 Drodro 1936-1949
6869,33012,Kavali,1 omslag,1952,1960,33012 Kavali 1952-1960
6870,33013,Djalasiga,1 omslag,1935,1938,33013 Djalasiga 1935-1938
6871,33013,Djalasiga,1 omslag,1935,1960,33013 Djalasiga 1935-1960
6872,33014,Djugu,1 omslag,1937,1957,33014 Djugu 1937-1957
6873,33015,Dekelele,1 omslag,1936,1959,33015 Dekelele 1936-1959
6874,33016,Faradje,1 omslag,1931,1939,33016 Faradje 1931-1939
6875,33016,Faradje,1 omslag,1931,1960,33016 Faradje 1931-1960
6876,33017,Fataki,1 omslag,1919,1939,33017 Fataki 1919-1939
6877,33017,Fataki,1 omslag,1919,1960,33017 Fataki 1919-1960
6878,33018,Geti,1 omslag,1931,1938,33018 Geti 1931-1938
6879,33018,Geti,1 omslag,1931,1960,33018 Geti 1931-1960
6880,33019,Gombari,1 omslag,1931,1939,33019 Gombari 1931-1939
6881,33019,Gombari,1 omslag,1931,1957,33019 Gombari 1931-1957
6882,33019,Yedi,1 omslag,1959,1960,33019 Yedi-Mongbwalu 1959-1960
6883,33020,Irumu,1 omslag,1910,1912,33020 Irumu 1910-1912 1928-1960
6884,33020,Irumu,1 omslag,1928,1939,33020 Irumu 1928-1939
6885,33021,Ibambi,1 omslag,1931,1939,33021 Ibambi 1931-1939
6886,33021,Ibambi,1 omslag,1931,1960,33021 Ibambi 1931-1960
6887,33022,Kasenyi,1 omslag,1928,1939,33022 Kasenyi 1928-1939
6888,33022,Kasenyi,1 omslag,1929,1960,33022 Kasenyi 1929-1960
6889,33023,Kerekere,1 omslag,1938,1960,33023 Kerekere 1938-1960
6890,33024,Karabata,1 omslag,1960,NA,33024 Karabata 1960
6891,33024,Mont,1 omslag,1948,1952,33024 Mont-Aboro 1948-1952
6892,33024,Mont,1 omslag,1955,1956,33024 Mont Go 1955-1956
6893,33025,Kwandruma,1 omslag,1933,1946,33025 Kwandruma 19331936-1946
6894,33025,Bunia,1 omslag,1953,1960,33025 Bunia 1953-1960
6895,33026,Kilomines,1 omslag,1938,1946,33026 Kilomines 1938-1946
6896,33026,Djegu,1 omslag,1949,1960,33026 Djegu 1949-1960
6897,33027,Mahagi,1 pak,1911,1938,33027 Mahagi 1911-1938
6898,33027,Mahagi,1 omslag,1911,1960,33027 Mahagi 1911-1960
6899,33028,Mahagi,1 omslag,1936,1939,33028 Mahagi-Port 1936-1939
6900,33028,Mahagi,1 omslag,1936,1960,33028 Mahagi-Port 1936-1960
6901,33029,Maïturu,1 omslag,1938,1946,33029 Maïturu 1938-1946
6902,33029,Aru,1 omslag,1952,1960,33029 Aru 1952-1960
6903,33030,Mont,1 omslag,1936,1946,33030 Mont Adjo 1936-1946
6904,33030,Djugu,1 omslag,1952,1960,33030 Djugu 1952-1960
6905,33031,Moku,1 omslag,1938,1960,33031 Moku 1938-1960
6906,33032,Kanga,1 omslag,1949,1960,33032 Kanga 1949-1960
6907,33033,Ngote,1 omslag,1935,1938,33033 Ngote 1935-1938
6908,33033,Ngote,1 omslag,1935,1940,33033 Ngote 1935-1940
6909,33033,Bagbelua,1 omslag,1952,1956,33033 Bagbelua 1952-1956
6910,33033,Jegu,1 omslag,1958,1960,33033 Jegu 1958-1960
6911,33034,Aba,1 omslag,1920,1960,33034 Aba 1920-1960
6912,33034,Luma,1 omslag,1938,1940,33034 Luma 1938-1940
6913,33035,Nioka,1 omslag ,1922,1940,33035 Nioka Drusi 1922-1940 Toelichting: betreft enkel neerslag
6914,33035,Nioka,1 omslag ,1944,1955,33035 Nioka Drusi 1944-1955 Toelichting: betreft enkel neerslag
6915,33035,Nioka,1 pak,1940,1956,33035 Nioka Drusi 1940-1956
6916,33035,Nioka,1 pak,1924,1939,33035 Nioka Drusi 1924-1939
6917,33036,Nizi,1 omslag,1938,1940,33036 Nizi 1938-1940
6918,,Nizi,1 stuk,1939,NA,Nizi 1939
6919,33036,Pimbo,1 omslag,1954,1960,33036 Pimbo 1954-1960
6920,33037,Niarembe,1 pak,1938,1953,33037 Niarembe 1938-1953
6921,33037,Kasenyu,1 omslag,1954,1960,33037 Kasenyu 1954-1960
6922,33038,Tora,1 omslag,1938,1960,33038 Tora 1938-1960
6923,33039,Tshagbo,1 omslag,1935,1952,33039 Tshagbo 1935-1952
6924,33039,Bokuma,1 omslag,1953,1960,33039 Bokuma 1953-1960
6925,33040,Vieux,1 omslag,1933,1939,33040 Vieux-Kilo 1933-1939
6926,33040,Vieux,1 omslag,1940,1960,33040 Vieux-Kilo 1940-1960
6927,33041,Watsa,1 omslag,1933,1960,33041 Watsa 1933-1960
6928,33042,Wamba,1 pak,1920,1939,33042 Wamba 1920-1939
6929,33042,Wamba,1 pak,1920,1960,33042 Wamba 1920-1960
6930,,Wamba,1 omslag ,1928,1931,Wamba 1928-1931 Toelichting: vermeld onder de naam Nepoko (Station du Wamba Ituri)
6931,33043,Blukwa,1 omslag,1937,1960,33043 Blukwa-Malu 1937-1960
6932,33044,Bunia,1 pak,1919,1949,33044 Bunia 19191923 en 1936-1949
6933,33044,Bunia,1 omslag,1936,1939,33044 Bunia 1936-1939
6934,33044,Bunia,1 omslag,1950,1954,33044 Bunia 1950-1954
6935,33044,Asada,1 omslag,1958,1960,33044 Asada 1958-1960
6936,33045,Kana,1 omslag,1935,1946,33045 Kana 1935-1946
6937,33045,Nduye,1 omslag,1953,1958,33045 Nduye 1953-1958
6938,33046,Badiya,1 omslag,1945,1960,33046 Badiya 1945-1960
6939,33047,Bombombi,1 omslag,1936,1952,33047 Bombombi 1936-1952
6940,33047,Aba,1 omslag,1953,1960,33047 Aba 1953-1960
6941,33048,Bafwabaka,1 omslag,1940,1960,33048 Bafwabaka 1940-1960
6942,33049,Mont,1 omslag,1942,1960,33049 Mont Rona 1942-1960
6943,33050,Kombio,1 omslag,1957,1960,33050 Kombio 1957-1960
6944,33051,Bogu,2 stukken,1947,NA,33051 Bogu 1947
6945,33051,Magba,1 omslag,1958,1960,33051 Magba 1958-1960
6946,33052,Nzangi,1 omslag,1955,NA,33052 Nzangi 1955
6947,33052,Obongi,1 omslag,1947,1953,33052 Obongi 1947-1953
6948,33052,Zani,1 omslag,1958,1960,33052 Zani 1958-1960
6949,33053,Sima,1 omslag,1952,1958,33053 Sima 1952-1958
6950,33054,Dele,1 omslag,1958,1960,33054 Dele 1958-1960
6951,33055,Auba,1 omslag,1952,1959,33055 Auba 1952-1959
6952,33056,Auzi,1 stuk,1959,NA,33056 Auzi-Mado 1959
6953,33056,Apodo,1 omslag,1953,1954,33056 Apodo 1953-1954
6954,33057,Tshupu,1 omslag,1953,1959,33057 Tshupu Loda 1953-1959
6955,33058,Adusa,1 omslag,1953,NA,33058 Adusa 1953
6956,33059,Langbé,1 omslag,1954,1960,33059 Langbé 1954-1960
6957,33060,Ngayu,1 omslag,1955,1960,33060 Ngayu 1955-1960
6958,33061,Kurukwata,1 omslag,1956,1960,33061 Kurukwata 1956-1960
6959,33062,Pont,1 omslag,1958,1959,33062 Pont Ituri 1958-1959
6960,33063,Bamali,1 omslag,1956,1960,33063 Bamali 1956-1960
6961,33064,Dra,1 omslag,1957,1958,33064 Dra 1957-1958
6962,33065,Bukuku,1 omslag,1959,1960,33065 Bukuku 1959-1960
6963,33066,Thomia,1 omslag,1957,NA,33066 Thomia (?) 1957
6964,33067,Aruda,1 omslag,1958,NA,33067 Aruda 1958
6965,33068,Vumba,1 omslag,1958,1960,33068 Vumba 1958-1960
6966,33069,Ogandra,1 omslag,1958,1960,33069 Ogandra 1958-1960
6967,33070,Rivière,3 stukken,1959,1960,33070 Rivière Aro 1959-1960
6968,33071,Rivière,2 stukken,1959,NA,33071 Rivière Dogia 1959
6969,33072,Agbau,1 omslag,1959,1960,33072 Agbau 1959-1960
6970,33073,Doru,1 omslag,1959,1960,33073 Doru 1959-1960
6971,33074,Etabe,1 stuk,1960,NA,33074 Etabe 1960
6972,33075,Drugese,1 omslag,1959,NA,33075 Drugese 1959
6973,33077,Atiko,1 omslag,1960,NA,33077 Atiko 1960
6974,33079,Berunda,1 omslag,1959,1960,33079 Berunda 1959-1960
6975,33080,Madi,1 omslag,1959,1960,33080 Madi 1959-1960
6976,33081,Ala,1 omslag,1959,1960,33081 Ala 1959-1960
6977,,Aba,1 omslag,1920,1922,Aba 1920-1922
6978,,Epulu,1 omslag,1932,1936,Epulu 1932-1936
6979,,Makabo,1 omslag,1920,NA,Makabo 1920
6980,,Nioka,1 omslag,1919,1922,Nioka (Missie) 1919-1922
6981,,Njiani,1 stuk,1922,NA,Njiani Farm 1922
6982,,Njiani,1 omslag,1922,NA,Njiani Farm / Estates Tinda River 1922
6983,,Soleniama,2 stukken,1922,1923,Soleniama 1922-1923
6984,,Tinda,3 stukken,1923,1924,Tinda 1923-1924
6985,41000,Mambingi,1 omslag,1959,NA,41000 Mambingi 1959
6986,41001,Alimba,1 omslag,1937,1942,41001 Alimba 1937-1942
6987,,Fungurume,1 omslag,1930,1939,Fungurume 1930-1939
6988,41001,Fungurume,1 omslag,1938,1946,41001 Fungurume 1938-1946
6989,41001,Kanyabutunda,1 omslag,1945,1959,41001 Kanyabutunda 1945-1959
6990,41002,Baraka,1 omslag,1934,1939,41002 Baraka 1934-1939
6991,41002,Baraka,1 omslag,1934,1959,41002 Baraka 1934-1959
6992,41003,Beni,1 pak,1919,1939,41003 Beni 1919-1939
6993,41003,Beni,1 omslag,1919,1959,41003 Beni (État) 1919-1959
6994,41004,Beni,1 omslag,1936,1938,41004 Beni Missie 1936-1938
6995,41004,Beni,1 omslag,1936,1959,41004 Beni Missie 1936-1959
6996,41005,Biluma,1 omslag,1934,1939,41005 Biluma 1934-1939
6997,41005,Biluma,1 pak,1934,1959,41005 Biluma 1934-1959
6998,41006,Mbingi,1 omslag,1938,1956,41006 Mbingi 1938-1956
6999,41006,Nakiele,1 omslag,1958,1959,41006 Nakiele 1958-1959
7000,41007,Birava,1 omslag,1927,1939,41007 Birava 1927-1939
7001,41007,Birava,1 omslag,1928,1959,41007 Birava 1928-1959
7002,41008,Bobandana,1 omslag,1928,1939,41008 Bobandana 1928-1939
7003,41008,Bobandana,1 pak,1928,1959,41008 Bobandana 1928-1959
7004,41009,Bugaza,1 omslag,1937,1959,41009 Bugaza 1937-1959
7005,41009,Bugaza,1 omslag,1938,1939,41009 Bugaza 1938-1939
7006,41010,Buhengere,1 omslag,1935,1939,41010 Buhengere-Katana 1935-1939
7007,41010,Buhungere,1 omslag,1935,1959,41010 Buhungere-Katana 1935-1959
7008,41011,Buinika,1 omslag,1926,1939,41011 Buinika 1926-1939
7009,41011,Buinika,1 omslag,1928,1959,41011 Buinika 1928-1959
7010,41012,Busanganya,1 omslag,1928,1940,41012 Busanganya 1928-1940
7011,41012,Luhoto,1 omslag,1949,1959,41012 Luhoto 1949-1959
7012,41013,Butembo,1 pak,1931,1959,41013 Butembo 1931-1959
7013,41013,Butembo,1 omslag,1932,1939,41013 Butembo 1932-1939
7014,41014,Bwengehera,1 omslag,1937,1947,41014 Bwengehera 1937-1947
7015,41014,Bilolo,1 omslag,1948,1950,41014 Bilolo 1948-1950
7016,41014,Mubugu,1 omslag,1954,1959,41014 Mubugu 1954-1959
7017,41015,Bagira,1 omslag,1934,1951,41015 Bagira 1934-1951
7018,41015,Nyamunyunyu,1 omslag,1951,1954,41015 Nyamunyunyu 1951-1954
7019,41016,Costermansstad,1 pak,1920,1945,41016 Costermansstad 1920-1945
7020,,Costermansstad,1 omslag,1931,1937,Costermansstad (Comité National du Kivu (Cnki)) 1931 1934-1937
7021,41016,Costermansstad,1 pak,1931,1939,41016 Costermansstad 1931-1939
7022,41016,Costermansstad,1 pak,1943,1947,41016 Costermansstad 1943-1947
7023,41016,Costermansstad,1 omslag,1951,1959,41016 Costermansstad 1951-1959
7024,41017,Djomba,1 omslag,1935,1939,41017 Djomba (Jomba) 1935-1939
7025,41017,Djomba,1 omslag,1935,1959,41017 Djomba (Jomba) 1935-1959
7026,41018,Fizi,1 pak,1933,1959,41018 Fizi 1933-1959
7027,41019,Goma,1 omslag,1929,1939,41019 Goma 1929-1939
7028,41019,Goma,1 omslag,1929,1959,41019 Goma 1929-1959
7029,41020,Indatu,1 omslag,1932,1959,41020 Indatu 1932-1959
7030,41020,Indatu,1 omslag,1933,1939,41020 Indatu 1933-1939
7031,41021,Kabare,1 omslag,1928,1939,41021 Kabare 1928-1939
7032,41021,Kabare,1 pak,1928,1959,41021 Kabare 1928-1959
7033,41022,Kagarama,1 omslag,1934,1950,41022 Kagarama 1934-1950
7034,41022,Mweso,1 omslag,1953,1956,41022 Mweso 1953-1956
7035,41022,Lubondja,1 omslag,1958,1959,41022 Lubondja 1958-1959
7036,41023,Kahundu,1 omslag,1928,1939,41023 Kahundu 1928-1939
7037,41023,Kahundu,1 omslag,1928,1959,41023 Kahundu 1928-1959
7038,41024,Kakondo,1 omslag,1934,1939,41024 Kakondo 1934-1939
7039,41024,Kakondo,1 omslag,1934,1953,41024 Kakondo 1934-1953
7040,41024,Lushekere,1 omslag,1957,1959,41024 Lushekere 1957-1959
7041,41025,Kalambi,1 omslag,1935,1941,41025 Kalambi 1935-1941
7042,41025,Washali,1 omslag,1949,1958,41025 Washali-Mokoto 1949-1958
7043,41026,Kalumbo,1 omslag,1937,1953,41026 Kalumbo 1937-1953
7044,41027,Kalehe,1 omslag,1921,1959,41027 Kalehe (Katashola) 1921-1959
7045,41028,Kamisimbi,1 omslag,1937,1940,41028 Kamisimbi 1937-1940 1946
7046,41028,Bishusha,1 omslag,1949,1959,41028 Bishusha (Mushari) 1949-1959
7047,41029,Kamituga,1 omslag,1931,1939,41029 Kamituga 1931-1939
7048,41029,Kamituga,1 omslag,1931,1949,41029 Kamituga 1931-1949
7049,41029,Kamituga,1 omslag,1950,1959,41029 Kamituga 1950-1959
7050,41030,Katale,1 omslag,1934,1939,41030 Katale 1934-1939
7051,41030,Katale,1 omslag,1934,1959,41030 Katale 1934-1959
7052,41031,Katana,1 pak,1911,1914,41031 Katana 1911-1914 1928-1948
7053,,Katana,1 omslag,1913,1914,Katana (Missie Liège Saint-Lambert) 1913-1914
7054,,Luofu,1 omslag,1916,1922,Luofu 1916-1922
7055,,Luofu,1 stuk,1916,1922,Luofu 1916-1922
7056,41031,Luofu,1 omslag,1952,1959,41031 Luofu 1952-1959
7057,41032,Katshungu,1 omslag,1937,1943,41032 Katshungu 1937-1943
7058,41032,Bushenge,1 omslag,1950,1959,41032 Bushenge 1950-1959
7059,41033,Kiangobo,1 omslag,1937,1940,41033 Kiangobo 1937-1940
7060,41033,bis,1 omslag,1945,1957,41033bis Mbanze 1945-1957
7061,41033,bis,1 omslag,1958,1959,41033bis Mwenga 1958-1959
7062,41034,Kimbulu,1 omslag,1938,1940,41034 Kimbulu 1938-1940
7063,41034,Kasundu,1 omslag,1949,1959,41034 Kasundu (Goma) 1949-1959
7064,41035,Kisheke,1 omslag,1934,1959,41035 Kisheke 1934-1959
7065,41035,Kisheke,1 omslag,1938,1939,41035 Kisheke 1938-1939
7066,41036,Kobe,1 omslag,1933,1939,41036 Kobe 1933-1939
7067,41036,Kobe,1 omslag,1933,1959,41036 Kobe 1933-1959
7068,41037,Kagara,1 omslag,1935,1950,41037 Kagara 1935-1950
7069,41037,Kibumba,1 omslag,1957,1959,41037 Kibumba 1957-1959
7070,41038,Kisisile,1 omslag,1934,1950,41038 Kisisile 1934-1950
7071,41038,Kibati,1 omslag,1958,1959,41038 Kibati 1958-1959
7072,41039,Loashi,1 omslag,1931,1939,41039 Loashi 1931-1939
7073,41039,Loashi,1 omslag,1932,1959,41039 Loashi 1932-1959
7074,41040,Nanigi,1 omslag,1959,NA,41040 Nanigi 1959
7075,41040,Luamisole,1 omslag,1935,1939,41040 Luamisole 1935-1939
7076,41040,Luamisole,1 omslag,1935,1955,41040 Luamisole 1935-1955
7077,41041,Lubarika,1 omslag,1936,1939,41041 Lubarika 1936-1939
7078,41042,Lubero,1 omslag,1928,1939,41042 Lubero 1928-1939
7079,41042,Lubero,1 pak,1928,1959,41042 Lubero 1928-1959
7080,41043,Luhonga,1 omslag,1934,1939,41043 Luhonga 1934-1939
7081,41043,Luhonga,1 omslag,1940,1959,41043 Luhonga 1940-1959
7082,41044,Lulenga,1 pak,1928,1939,41044 Lulenga 1928-1939
7083,41044,Lulenga,1 pak,1928,1959,41044 Lulenga-Rugari 1928-1959
7084,41045,Lushangi,1 omslag,1932,1939,41045 Lushangi 1932-1939
7085,41045,Lushangi,1 omslag,1940,1959,41045 Lushangi 1940-1959
7086,41046,Lushasha,1 omslag,1934,1939,41046 Lushasha 1934-1939
7087,41046,Lushasha,1 omslag,1940,1955,41046 Lushasha 1940-1955
7088,41047,Mutongo,1 omslag,1936,1949,41047 Mutongo 1936-1949
7089,41047,Lutungaru,1 omslag,1938,1950,41047 Lutungaru 1938-1950
7090,41047,Magembe,1 omslag,1954,1959,41047 Magembe 1954-1959
7091,41048,Luvimgi,1 omslag,1935,1959,41048 Luvimgi 1935-1959
7092,41049,Makelele,1 omslag,1937,1953,41049 Makelele 1937-1953
7093,41049,Butembo,1 omslag,1955,1959,41049 Butembo EPA 1955-1959
7094,41050,Manguredjipa,1 omslag,1937,1939,41050 Manguredjipa 1937-1939
7095,41050,Manguredjipa,1 pak,1940,1959,41050 Manguredjipa 1940-1959
7096,41051,Masisi,1 omslag,1920,1922,41051 Masisi 1920-19221931-1939
7097,41051,Masisi,1 omslag,1920,1959,41051 Masisi 1920-1959
7098,41052,Mbayo,1 omslag,1937,1939,41052 Mbayo 1937-1939
7099,41052,Mbayo,1 omslag,1937,1959,41052 Mbayo 1937-1959
7100,41053,Mohanga,1 omslag,1938,1948,41053 Mohanga 1938-1948
7101,41053,Bunyakiri,1 omslag,1953,1959,41053 Bunyakiri 1953-1959
7102,41054,Mont,1 omslag,1930,1939,41054 Mont Bugoy (Kivu) 1930-1939
7103,41055,Mont,1 stuk,1928,1931,41055 Mont Bukulumisa 1928-1931
7104,41055,Mont,1 omslag,1928,1954,41055 Mont Bukulumissa 1928-1954
7105,41056,Mont,1 omslag,1930,1939,41056 Mont Buzezu 1930-1939
7106,41057,Mont,1 omslag,1930,1939,41057 Mont Karissimbi 1930-1939
7107,41058,Mont,1 omslag,1930,1939,41058 Mont Kahuzy 1930-1939
7108,41059,Pinga,1 omslag,1935,1940,41059 Pinga 1935-1940
7109,41059,Ngwese,1 stuk,1945,NA,41059 Ngwese 1945
7110,41059,Minembwe,1 omslag,1956,1959,41059 Minembwe 1956-1959
7111,41059,bis,1 omslag,1946,1950,41059bis Nduba Gomery 1946-1950
7112,41060,Mubimbi,1 omslag,1934,1959,41060 Mubimbi 1934-1959
7113,41061,Muhangi,1 omslag,1936,1939,41061 Muhangi 1936-1939
7114,41061,Muhangi,1 omslag,1946,1953,41061 Muhangi 1946-1953
7115,41061,Kitshula,1 omslag,1958,1959,41061 Kitshula 1958-1959
7116,41062,Mulo,1 pak,1937,1959,41062 Mulo 1937-1959
7117,41063,Mulungu,1 omslag,1934,1954,41063 Mulungu 1934-1954
7118,41064,Bunyuka,1 pak,1936,1959,41064 Bunyuka (Musay) 1936-1959
7119,41065,Mushweshwe,1 pak,1934,1958,41065 Mushweshwe-Penge 1934-1958
7120,41066,Mususu,1 omslag,1934,1940,41066 Mususu 1934-1940
7121,41066,Mushweshwe,1 omslag,1948,1959,41066 Mushweshwe-Kasoto 1948-1959
7122,41067,Kalole,1 omslag,1954,1959,41067 Kalole 1954-1959
7123,41068,Mwambaliro,1 omslag,1937,1946,41068 Mwambaliro 1937-1946
7124,41068,Niongera,1 omslag,1957,1959,41068 Niongera 1957-1959
7125,41069,Mwindo,1 omslag,1931,1941,41069 Mwindo 1931-1941
7126,41069,Mwana,1 omslag,1941,1958,41069 Mwana 1941-1958
7127,41070,Manvu,1 omslag,1934,1939,41070 Manvu 1934-1939
7128,41070,Bihira,1 omslag,1953,1959,41070 Bihira 1953-1959
7129,41071,Mole,1 pak,1937,1949,41071 Mole 1937-1949
7130,41072,Nyatalongwe,1 omslag,1936,1943,41072 Nyatalongwe 1936-1943
7131,41072,Kitutu,1 omslag,1950,1959,41072 Kitutu 1950-1959
7132,41073,Ngweshe,1 pak,1913,1914,41073 Ngweshe 1913-1914 1928-1950
7133,41073,Hogola,1 omslag,1957,1959,41073 Hogola 1957-1959
7134,41074,Nyamakana,1 omslag,1938,1939,41074 Nyamakana 1938-1939
7135,41074,Nyamakana,1 omslag,1938,1957,41074 Nyamakana 1938-1957
7136,41075,Nya,1 omslag,1912,1914,41075 Nya Lukemba 1912-1914 1928-1939
7137,41075,Nya,1 omslag,1912,1914,41075 Nya Lukemba 1912-19141932-1959
7138,41076,Ngesho,1 omslag,1938,1947,41076 Ngesho 1938-1947
7139,41076,Lukulu,1 omslag,1955,1959,41076 Lukulu 1955-1959
7140,41077,Numbi,1 omslag,1937,1942,41077 Numbi 1937-1942
7141,41077,Bohenda,1 omslag,1947,1954,41077 Bohenda 1947-1954
7142,41077,Bushangania,1 omslag,1958,1959,41077 Bushangania 1958-1959
7143,,Nyange,1 omslag ,1913,1931,Nyange (?) 1913-1931 Toelichting: onder vermelding Nyangwe gelegen in het district Maniema
7144,41078,Nyange,1 omslag,1937,1940,41078 Nyange 1937-1940
7145,41078,Bohenda,1 omslag,1949,1954,41078 Bohenda 1949-1954
7146,41078,Kiranga,1 omslag,1958,1959,41078 Kiranga 1958-1959
7147,41079,Nyamitaba,1 omslag,1938,1952,41079 Nyamitaba 1938-1952
7148,41079,Kasuo,1 omslag,1956,1959,41079 Kasuo 1956-1959
7149,41080,Panzi,1 omslag,1932,1949,41080 Panzi 1932-1949
7150,41080,Vitshumbi,1 omslag,1956,1959,41080 Vitshumbi 1956-1959
7151,41081,Rutshuru,1 omslag,1920,1922,41081 Rutshuru 1920-1922 1932-1939
7152,41081,Rutshuru,1 omslag,1940,1959,41081 Rutshuru 1940-1959
7153,41082,Sake,1 omslag,1938,1959,41082 Sake 1938-1959
7154,41083,Nyabiondo,1 omslag,1940,1959,41083 Nyabiondo 1940-1959
7155,41084,Shabunda,1 omslag,1935,1939,41084 Shabunda 1935-1939
7156,41084,Shabunda,1 omslag,1935,1959,41084 Shabunda 1935-1959
7157,41085,Sisi,1 omslag,1933,1947,41085 Sisi 1933-1947
7158,41085,Mboko,1 omslag,1956,1959,41085 Mboko 1956-1959
7159,41086,Tshamfu,1 omslag,1937,1959,41086 Tshamfu 1937-1959
7160,41087,Tshibunda,1 omslag,1927,NA,41087 Tshibunda 1927
7161,41087,Tshibunda,1 omslag,1927,1937,41087 Tshibunda 1927-1937
7162,41087,Tshibinda,1 omslag ,1927,1939,41087 Tshibinda 1927-1939 Toelichting: betreft enkel neerslag
7163,41087,Tshibunda,1 pak,1928,1929,41087 Tshibunda 1928-1929
7164,41087,Tshibinda,1 pak,1930,1932,41087 Tshibinda 1930-1932
7165,41087,Tshibunda,1 omslag,1933,NA,41087 Tshibunda 1933
7166,41087,Tshibinda,1 pak,1933,1934,41087 Tshibinda 1933-1934
7167,41087,Tshibinda,1 pak,1935,1936,41087 Tshibinda 1935-1936
7168,41087,Tshibinda,1 pak,1937,1939,41087 Tshibinda 1937-1939
7169,41087,Tshibinda,1 pak,1940,1954,41087 Tshibinda 1940-1954
7170,41088,Oycha,1 omslag,1939,1959,41088 Oycha 1939-1959
7171,41089,Tshingalangala,1 omslag,1938,1947,41089 Tshingalangala 1938-1947
7172,41089,Kasembe,1 omslag,1952,1959,41089 Kasembe 1952-1959
7173,41090,Uvira,1 pak,1908,1922,41090 Uvira 1908-1922
7174,41090,Uvira,1 pak,1908,1959,41090 Uvira (Mission Libre Suédoise) 1908-1959
7175,41090,Uvira,1 omslag,1928,1939,41090 Uvira 1928-1939
7176,41091,Kivunge,1 omslag,1933,1939,41091 Kivunge 1933-1939
7177,41091,Kivunge,1 pak,1940,1959,41091 Kivunge 1940-1959
7178,41092,Makungu,1 omslag,1938,1959,41092 Makungu 1938-1959
7179,41093,Nya,1 omslag,1928,1939,41093 Nya Gezi 1928-1939
7180,41093,Nya,1 pak,1932,1959,41093 Nya Gezi 1932-1959
7181,41094,Mutsora,1 omslag,1937,1959,41094 Mutsora 1937-1959
7182,41095,Luemba,1 omslag,1939,1949,41095 Luemba 1939-1949
7183,41095,Kalimbi,1 omslag,1956,1959,41095 Kalimbi 1956-1959
7184,41096,Katundu,1 omslag,1939,1942,41096 Katundu 1939-1942
7185,41096,Bwito,1 omslag,1956,1959,41096 Bwito 1956-1959
7186,41097,Kalonge,1 omslag,1939,1959,41097 Kalonge 1939-1959
7187,41098,Kiniassi,1 omslag,1939,NA,41098 Kiniassi 1939
7188,41098,Tshibeke,1 omslag,1956,1959,41098 Tshibeke 1956-1959
7189,41099,Mwenda,1 omslag,1939,1959,41099 Mwenda 1939-1959
7190,41100,Kasindi,1 omslag,1939,1942,41100 Kasindi 1939-1942
7191,41100,Kahunga,1 omslag,1957,1959,41100 Kahunga 1957-1959
7192,41101,Karibumba,1 omslag,1940,1947,41101 Karibumba 1940-1947
7193,41101,Ngungu,1 omslag,1956,1959,41101 Ngungu 1956-1959
7194,41102,Loango,1 omslag,1939,1959,41102 Loango 1939-1959
7195,41103,Tshengere,1 omslag,1939,1959,41103 Tshengere 1939-1959
7196,41104,Ruindi,1 omslag,1938,1948,41104 Ruindi 1938-1948
7197,41104,Kibuti,1 omslag,1948,1959,41104 Kibuti 1948-1959
7198,41105,bis,1 omslag,1945,1959,41105bis Rumangabo 1945-1959
7199,41106,Kyondo,1 omslag,1939,1959,41106 Kyondo 1939-1959
7200,41107,Uvira,1 omslag,1928,1959,41107 Uvira (Katholieke missie) 1928-1959
